State,District,Latitude,Longitude,District code,Population,Male,Female,Households_with_Internet,Male_Literate,Female_Literate,Total_Power_Parity,literacy_rate,sex_ratio
Bihar,Madhepura,25.77341929460581,86.8978443983403,213,2001762,1047559,954203,1397,517666,316911,1494,42.0,91.0
Bihar,Madhubani,26.41380538172716,86.16328360450552,207,4487379,2329313,2158066,5319,1340085,815253,3520,48.0,93.0
Bihar,Munger,25.198537962962963,86.54173672839504,226,1367765,729041,638724,2653,473741,328076,1424,59.0,88.0
Bihar,Muzaffarpur,26.18664417177915,85.32745092024543,216,4801062,2527497,2273565,10290,1487117,1022115,4105,52.0,90.0
Bihar,Nalanda,25.229345508982053,85.48053113772461,229,2877653,1497060,1380593,4156,919558,600375,2578,53.0,92.0
Bihar,Nawada,24.825708836206903,85.61594568965519,237,2219146,1144668,1074478,1841,659474,431538,1924,49.0,94.0
Bihar,Pashchim Champaran,27.16064352201258,84.30265911949685,203,3935042,2061110,1873932,3495,1091226,668255,3181,45.0,91.0
Bihar,Patna,25.40297114503818,85.3198433587787,230,5838465,3078512,2759953,40692,2028047,1431632,7065,59.0,90.0
Bihar,Purba Champaran,26.68129336734693,85.00382155612242,204,5099371,2681209,2418162,7719,1407603,869354,4098,45.0,90.0
Bihar,Purnia,25.81714801901739,87.40447606973065,211,3264619,1699370,1565249,4170,805261,527065,2641,41.0,92.0
Bihar,Rohtas,24.99170460829495,83.9350762672811,234,2959918,1543546,1416372,4594,1061783,738049,1555,61.0,92.0
Bihar,Saharsa,25.821270696721303,86.54670819672135,214,1900661,997174,903487,1668,506374,298622,1582,42.0,91.0
Bihar,Samastipur,25.793205563909765,85.94833323308269,221,4261566,2230003,2031563,5379,1293575,849305,3500,50.0,91.0
Bihar,Saran,25.89656077844312,84.82266287425155,219,3951862,2022821,1929041,4509,1285767,871687,3667,55.0,95.0
Bihar,Sheikhpura,25.12472436548223,85.77839390862943,228,636342,329743,306599,631,196431,132245,565,52.0,93.0
Bihar,Sheohar,26.458380748663107,85.29539411764709,205,656246,346673,309573,478,171645,112053,489,43.0,89.0
Bihar,Sitamarhi,26.56570069686413,85.61172491289203,206,3423574,1803252,1620322,3460,885188,551606,2679,42.0,90.0
Bihar,Siwan,26.1736372013652,84.33766552901022,218,3330464,1675090,1655374,3834,1115906,814269,3014,58.0,99.0
Bihar,Supaul,26.28157893772896,86.78496465201461,208,2229076,1155283,1073793,1845,647672,385611,1836,46.0,93.0
Bihar,Vaishali,25.8134703180212,85.39247597173153,220,3495021,1844535,1650486,4810,1152576,774164,2930,55.0,89.0
Chandigarh,Chandigarh,30.7426,76.75872465753424,55,1055450,580663,474787,44283,465346,340092,34145,76.0,82.0
Chhattisgarh,Bastar,19.393866751269048,81.52895126903546,414,1413199,698487,714712,1782,382335,268528,1529,46.0,102.0
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,30,381956,192764,189192,1574,155599,132021,3666,75.0,98.0
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,406,2663629,1351574,1312055,8566,932474,664086,2981,60.0,97.0
Chhattisgarh,Dhamtari,20.554912627291245,81.7569195519348,412,799781,397897,401884,1016,303924,242909,782,68.0,101.0
Chhattisgarh,Durg,21.194463849287164,81.33181639511197,409,3343872,1682101,1661771,16141,1284612,1018766,4209,69.0,99.0
Chhattisgarh,Jashpur,22.77286167664669,83.8703962075848,402,851669,424747,426922,567,280656,214759,856,58.0,101.0
Chhattisgarh,Korba,22.491712499999995,82.57604326923074,404,1206640,612915,593725,4544,433391,315368,1565,62.0,97.0
Chhattisgarh,Koriya,23.50412776859501,82.12515636363635,400,658917,334737,324180,1667,229923,167900,852,60.0,97.0
Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384,411,1032754,511967,520787,961,364089,273874,964,62.0,102.0
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,403,1493984,750278,743706,3342,542756,408883,1575,64.0,99.0
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,520,2634200,1344345,1289855,38570,1059692,880302,6097,74.0,96.0
Chhattisgarh,Raipur,20.88603153846152,82.20032759615388,410,4063872,2048186,2015686,20261,1493158,1136591,4561,65.0,98.0
Chhattisgarh,Surguja,23.32719278728607,83.23582493887531,401,2359886,1193129,1166757,2737,694686,493255,2462,50.0,98.0
Daman and Diu,Daman,20.431616666666677,72.8392366071429,495,191173,124659,66514,1316,104316,46032,34145,79.0,53.0
Daman and Diu,Junagadh,20.72568199498111,70.83985639899612,479,2743082,1404356,1338726,6628,1046981,795837,5549,67.0,95.0
Goa,North Goa,15.548723418714054,73.80667997909038,585,818008,416677,401331,23440,351738,311322,2078,81.0,96.0
Goa,South Goa,15.195278658183785,73.941792596877,586,640537,322463,318074,17624,264085,238342,1646,78.0,99.0
Gujarat,Ahmadabad,22.605425564971743,72.23898135593227,474,7214225,3788051,3426174,126341,3025463,2410297,18633,75.0,90.0
Gujarat,Amreli,21.04832649310872,71.43457637825426,480,1514190,771049,743141,2538,558180,437279,2825,66.0,96.0
Gujarat,Anand,22.282718206229863,72.57782051557454,482,2092745,1087224,1005521,9902,874481,676772,4372,74.0,92.0
Gujarat,Banas Kantha,24.258538965517253,71.93205252873561,469,3120506,1610379,1510127,3424,1048402,656521,4242,55.0,94.0
Gujarat,Bharuch,21.75787276237761,72.67326346710801,488,1551019,805707,745312,10257,623047,495229,3242,72.0,93.0
Gujarat,Bhavnagar,21.70219390341736,72.16272632761141,481,2880365,1490201,1390164,7297,1087371,799884,5434,66.0,93.0
Gujarat,Gandhinagar,23.193679790026252,72.67221679790026,473,1391753,723864,667889,12107,582686,447808,6016,74.0,92.0
Gujarat,Jamnagar,22.410600414263328,69.62062005768233,477,2160119,1114192,1045927,11573,795140,601394,5028,65.0,94.0
Gujarat,Junagadh,20.929523011609785,70.54733890140345,479,2743082,1404356,1338726,6628,1046981,795837,5549,67.0,95.0
Gujarat,Kachchh,23.48057203301311,68.82192301497916,468,2092371,1096737,995634,9631,739239,513080,4146,60.0,91.0
Gujarat,Kheda,22.88765312500002,73.018803515625,483,2299885,1185727,1114158,5710,942480,717763,4252,72.0,94.0
Gujarat,Mahesana,23.529355452865065,72.45545194085031,471,2035064,1056520,978544,7759,847499,655146,3648,74.0,93.0
Gujarat,Narmada,21.70666386292833,73.68403208722742,487,590297,301086,289211,576,211767,158569,979,63.0,96.0
Gujarat,Navsari,20.866973318871995,72.86184869848157,490,1329672,678165,651507,6726,539471,462438,3256,75.0,96.0
Gujarat,Panch Mahals,22.80435606837605,73.61984598290586,484,2390776,1226961,1163815,3456,858054,582751,3981,60.0,95.0
Gujarat,Patan,23.80634198473284,71.75162977099237,470,1343734,694397,649337,2231,494631,343282,2199,62.0,94.0
Gujarat,Porbandar,21.55092351651571,69.71896987722886,478,585449,300209,285240,1653,221621,172057,1463,67.0,95.0
Gujarat,Rajkot,22.40603377715488,70.83679439383323,476,3804558,1974445,1830113,21785,1514075,1210981,8498,72.0,93.0
Gujarat,Sabar Kantha,23.71803594548552,73.13638790459964,472,2428589,1244231,1184358,5262,918625,660109,3934,65.0,95.0
Gujarat,Surat,21.25761372772093,72.93488716344339,492,6081322,3402224,2679098,55694,2687468,1883942,16368,75.0,79.0
Gujarat,Surendranagar,22.82672007299272,71.48358740875906,475,1756268,909917,846351,2975,643221,450405,3227,62.0,93.0
Gujarat,The Dangs,20.801633877551023,73.6883518367347,489,228291,113821,114470,137,77314,63654,325,62.0,101.0
Gujarat,Vadodara,22.26133739279589,73.49433010291594,486,4165626,2153736,2011890,53606,1614087,1278993,9753,69.0,93.0
Gujarat,Valsad,20.44238231644259,72.9148584798345,491,1705678,887222,818456,11020,655528,515129,3316,69.0,92.0
Haryana,Ambala,30.3503672316384,76.94970310734456,70,1128350,598703,529647,12899,461288,356737,2781,72.0,88.0
Haryana,Bhiwani,28.728868064516128,76.02110225806452,81,1634445,866672,767773,5292,643158,426713,3349,65.0,89.0
Haryana,Faridabad,28.14873109756098,77.32718536585368,88,1809733,966110,843623,43437,734940,537799,5080,70.0,87.0
Haryana,Fatehabad,29.57298318584072,75.54608716814157,78,942011,495360,446651,3210,327471,230107,1854,59.0,90.0
Haryana,Gurgaon,28.043894789579163,77.01935130260523,86,1514432,816690,697742,67087,638666,472450,3107,73.0,85.0
Haryana,Hisar,29.23628731117825,75.84324682779452,80,1743931,931562,812369,10132,670200,444111,3642,64.0,87.0
Haryana,Jhajjar,28.59651868131869,76.61137142857145,83,958405,514667,443738,5034,399480,276611,2169,71.0,86.0
Haryana,Jind,29.45149821958457,76.29598575667653,77,1334152,713006,621146,5263,502049,330709,2674,62.0,87.0
Haryana,Kaithal,29.96068539094649,76.37698930041155,73,1074304,571003,503301,3724,385782,260747,2046,60.0,88.0
Haryana,Karnal,29.703200647249204,76.87488025889972,74,1505324,797712,707612,11163,564516,413497,3368,65.0,89.0
Haryana,Kurukshetra,30.05652659846548,76.78774680306903,72,964655,510976,453679,7356,370828,276065,2137,67.0,89.0
Haryana,Mahendragarh,28.1352161458333,76.14018072916659,84,922088,486665,435423,2624,380440,249815,1894,68.0,89.0
Haryana,Panchkula,30.700897142857134,76.97173238095236,69,561293,299679,261614,18615,229862,175456,1445,72.0,87.0
Haryana,Panipat,29.34352134146342,76.92895914634147,75,1205437,646857,558580,10024,464136,322463,2559,65.0,86.0
Haryana,Rewari,28.19164714828897,76.55956007604564,85,900332,474335,425997,5121,375453,261494,1979,71.0,90.0
Haryana,Rohtak,28.892517647058817,76.53123235294117,82,1061204,568479,492725,8482,436025,311557,2299,70.0,87.0
Haryana,Sirsa,29.63583446327684,74.90970480225988,79,1295189,682582,612607,6287,456968,325929,2681,60.0,90.0
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,30,381956,192764,189192,1574,155599,132021,3666,75.0,98.0
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,406,2663629,1351574,1312055,8566,932474,664086,2981,60.0,97.0
Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366,23,519080,261320,257760,1615,186064,137778,950,62.0,99.0
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,28,454768,217070,237698,2521,180555,177536,878,79.0,110.0
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,168,1104285,593537,510748,1196,408125,245174,1291,59.0,86.0
Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173,24,1510075,750591,759484,8053,606443,546197,2878,76.0,101.0
Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741,34,84121,46249,37872,354,36697,24002,181,72.0,82.0
Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647,26,437903,225452,212451,2623,174550,133122,854,70.0,94.0
Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067,27,999777,498065,501712,5333,393669,330078,1842,72.0,101.0
Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668,33,814010,425039,388971,9177,342846,269796,1668,75.0,92.0
Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507493,32,529855,276289,253566,2220,205617,157028,930,68.0,92.0
Himachal Pradesh,Solan,31.03864311926604,76.94442140672783,31,580320,308754,271566,5250,244372,184206,1253,74.0,88.0
Himachal Pradesh,Una,31.58330388349513,76.18353932038836,29,521173,263692,257481,2412,213281,186434,987,77.0,98.0
Jammu and Kashmir,Doda,33.359614675767915,76.07163720136518,16,409936,213641,196295,596,138620,80463,1103,53.0,92.0
Jammu and Kashmir,Jammu,32.713199095022645,74.8477520361991,21,1529958,813821,716137,19905,641916,495219,3525,74.0,88.0
Jammu and Kashmir,Kargil,33.565994894894914,76.63675315315312,4,140802,77785,63017,235,56301,29935,214,61.0,81.0
Jammu and Kashmir,Kathua,32.51781678321678,75.58901398601404,7,616435,326109,290326,1443,228499,160705,936,63.0,89.0
Jammu and Kashmir,Pulwama,33.88414418604652,75.00921860465118,12,560440,293064,267376,1537,178326,115632,1068,52.0,91.0
Jammu and Kashmir,Punch,33.791241290322574,74.29593161290322,5,476835,251899,224936,346,163333,98391,629,55.0,89.0
Jammu and Kashmir,Srinagar,34.27312898550724,75.11021159420288,10,1236829,651124,585705,16413,431746,316838,3099,61.0,90.0
Jammu and Kashmir,Udhampur,33.04770670731707,75.15286951219511,19,554985,296784,258201,1214,197543,124811,1278,58.0,87.0
Jharkhand,Bokaro,23.6814965034965,85.98398374125864,355,2062330,1072807,989523,9754,759088,514432,3604,62.0,92.0
Jharkhand,Chatra,24.11619945750453,84.93295804701627,347,1042886,533935,508951,590,303902,206159,817,49.0,95.0
Jharkhand,Deoghar,24.33070100755672,86.75697632241814,350,1492073,775022,717051,1944,489837,303701,1267,53.0,93.0
Jharkhand,Dhanbad,23.854509090909097,86.40372924901185,354,2684487,1405956,1278531,11568,1014950,707254,3954,64.0,91.0
Jharkhand,Dumka,24.275006125574265,87.27662450229711,362,1321442,668514,652928,1193,406275,266134,1323,51.0,98.0
Jharkhand,Garhwa,24.082114689265527,83.68664265536722,346,1322784,683575,639209,565,405161,248315,1017,49.0,94.0
Jharkhand,Giridih,24.30578509874329,86.08710915619386,349,2445474,1258098,1187376,1944,783736,469739,2384,51.0,94.0
Jharkhand,Godda,24.8189,87.2941735483871,351,1313551,677927,635624,874,376212,228307,1057,46.0,94.0
Jharkhand,Gumla,23.078532948929148,84.55056787479396,366,1025213,514390,510823,831,321795,237925,849,55.0,99.0
Jharkhand,Jamtara,23.97873318077801,86.95325080091534,363,791042,404830,386212,808,258260,168052,540,54.0,95.0
Jharkhand,Latehar,23.72511185840708,84.48298743362837,359,726978,369666,357312,340,209706,140976,547,48.0,97.0
Jharkhand,Lohardaga,23.488796043165483,84.6605169064748,356,461790,232629,229161,351,149568,110139,388,56.0,99.0
Jharkhand,Pakur,24.57260428082189,87.69691969178076,353,900422,452661,447761,328,206989,145892,691,39.0,99.0
Jharkhand,Palamu,24.196925968109337,84.20310842824594,358,1939869,1006302,933567,2155,621706,402857,1515,53.0,93.0
Jharkhand,Ranchi,23.184235061391547,85.31781937244203,364,2914253,1494937,1419316,22538,1085244,826189,3805,66.0,95.0
Jharkhand,Sahibganj,24.93667989690721,87.68264097938142,352,1150567,589391,561176,591,287303,195960,954,42.0,95.0
Jharkhand,Simdega,22.608760391198054,84.59193691931536,367,599578,300309,299269,423,191991,151492,496,57.0,100.0
Karnataka,Bagalkot,16.15860676328503,75.64526070853468,556,1889752,950111,939641,3745,641388,472024,2890,59.0,99.0
Karnataka,Bangalore Rural,12.936827087794448,77.47369314775169,583,990923,509172,481751,3729,385311,303438,1422,70.0,95.0
Karnataka,Belgaum,16.16107219152853,74.72329042357275,555,4779661,2423063,2356598,17560,1725548,1326484,7045,64.0,97.0
Karnataka,Bellary,15.074377548209377,76.47228471074374,565,2452595,1236954,1215641,9626,813440,608181,3886,58.0,98.0
Karnataka,Bidar,17.950361730769224,77.19459961538459,558,1703300,870665,832635,3971,597198,445475,2448,61.0,96.0
Karnataka,Bijapur,16.84015316666667,75.95909166666665,417,255230,128663,126567,117,54076,32843,1387,34.0,98.0
Karnataka,Bijapur,16.84015316666667,75.95909166666665,557,2177331,1111022,1066309,4987,730566,517702,2938,57.0,96.0
Karnataka,Chikmagalur,13.425288289676422,75.67626502311249,570,1137961,566622,571339,4510,438257,380088,1996,72.0,101.0
Karnataka,Chitradurga,14.29102220394736,76.57821957236843,566,1659456,840843,818613,5711,607188,480204,2374,66.0,97.0
Karnataka,Davanagere,14.330414586709884,75.91723841166937,567,1945497,986400,959097,7320,720637,587903,3062,67.0,97.0
Karnataka,Dharwad,15.343831376975173,75.13831264108359,562,1847023,937206,909817,15013,711776,589888,3519,70.0,97.0
Karnataka,Gadag,15.507128256880746,75.64861302752298,561,1064570,537147,527423,3373,397178,302999,1699,66.0,98.0
Karnataka,Gulbarga,17.070459515951594,76.87503850385033,579,2566326,1301755,1264571,9752,828359,599009,5378,56.0,97.0
Karnataka,Hassan,12.945098749999998,76.11049549999997,574,1776421,883667,892754,4851,668836,556420,2743,69.0,101.0
Karnataka,Haveri,14.737582809224318,75.3961230607966,564,1597668,819128,778540,2456,603793,481650,2240,68.0,95.0
Karnataka,Kodagu,12.39684468085106,75.79336595744688,576,554519,274608,279911,3308,215302,197575,942,74.0,102.0
Karnataka,Kolar,13.312799881235172,78.01376947743476,581,1536401,776396,760005,5051,564110,452109,3389,66.0,98.0
Karnataka,Koppal,15.651253271028034,76.1617048598131,560,1389920,699926,689994,2135,468785,340300,1889,58.0,99.0
Karnataka,Mandya,12.574901806239744,76.81570098522172,573,1805769,905085,900684,3367,638668,510981,2628,64.0,100.0
Karnataka,Mysore,12.248100259403367,76.52881802853437,577,3001127,1511600,1489527,28397,1063766,898414,4995,65.0,99.0
Karnataka,Raichur,16.050795353982295,76.87368606194688,559,1928812,964511,964301,5200,577213,402556,2672,51.0,100.0
Karnataka,Shimoga,14.063845885634592,75.17882078103197,568,1752753,877415,875338,8791,674938,588078,3119,72.0,100.0
Karnataka,Tumkur,13.592467760074973,77.02297966260545,571,2678980,1350594,1328386,7971,1006024,807367,4067,68.0,98.0
Karnataka,Udupi,13.450404228534568,74.72009990316337,569,1177361,562131,615230,9070,465704,460725,2100,79.0,109.0
Kerala,Alappuzha,9.542602965599087,76.38010796263319,598,2127789,1013142,1114647,28842,890552,962245,3368,87.0,110.0
Kerala,Ernakulam,10.004879301987431,76.26957729035381,595,3282388,1619557,1662831,88737,1425723,1429953,6274,87.0,103.0
Kerala,Idukki,9.80480963855423,77.04586641566264,596,1108974,552808,556166,8250,471881,451129,1374,83.0,101.0
